"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2325319","Leigh Ann  Sudol-DeLyser and Mark  Stehlik and Sharon  Carver","","","","Code Comprehension Problems As Learning Events","81--86","","6","code comprehension, feedback, tutoring system, worked examples","10.1145/2325296.2325319","","","","","","","2012","","Proceedings of the 17th ACM Annual Conference on Innovation and Technology in Computer Science Education","ITiCSE '12","","978-1-4503-1246-2","Haifa, Israel","ACM","New York, NY, USA"
"article","2479501","Tom  Lieber","","","","Theseus: Understanding Asynchronous Code","2731--2736","","6","code understanding, debugging, programming","10.1145/2468356.2479501","","","","","","","2013","","CHI '13 Extended Abstracts on Human Factors in Computing Systems","CHI EA '13","","978-1-4503-1952-2","Paris, France","ACM","New York, NY, USA"
"article","3254581","","","","Session Chair-  Simon","Session Details: Papers: Understanding How Students Code","--","","","","10.1145/3254581","","","","","","","2016","","Proceedings of the 2016 ACM Conference on International Computing Education Research","ICER '16","","978-1-4503-4449-4","Melbourne, VIC, Australia","ACM","New York, NY, USA"
"article","1859001","Marwan  Abi-Antoun and Jeffrey M. Barnes","","","","Analyzing Security Architectures","3--12","","10","architecture description language, communication integrity, data flow diagram, object graph, ownership domain, security analysis, security architecture, software architecture conformance, static analysis, threat modeling","10.1145/1858996.1859001","","","","","","","2010","","Proceedings of the IEEE/ACM International Conference on Automated Software Engineering","ASE '10","","978-1-4503-0116-9","Antwerp, Belgium","ACM","New York, NY, USA"
"article","2597791","Denis  Delimarschi and George  Swartzendruber and Huzefa  Kagdi","","","","Enabling Integrated Development Environments with Natural User Interface Interactions","126--129","","4","Development Process Optimization, Gestures, IDE, NUI, Speech","10.1145/2597008.2597791","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","3196327","Yuriy  Tymchuk and Mohammad  Ghafari and Oscar  Nierstrasz","","","","JIT Feedback: What Experienced Developers Like About Static Analysis","64--73","","10","just-in-time feedback, software quality, static analysis","10.1145/3196321.3196327","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"proceeding","2975954","","","","General Chair-Zijiang  Yang and General Chair-Ting  Liu and General Chair-Daniel Xiapu  Luo","","","","","","","","","","","","","2016","","Proceedings of the 1st International Workshop on Specification, Comprehension, Testing, and Debugging of Concurrent Programs","","","978-1-4503-4510-1","Singapore, Singapore","ACM","New York, NY, USA"
"article","3196341","Pasquale  Salza and Fabio  Palomba and Dario  Di Nucci and Cosmo  D'Uva and Andrea  De Lucia and Filomena  Ferrucci","","","","Do Developers Update Third-party Libraries in Mobile Apps?","255--265","","11","API usage, empirical study, mining software repository, third-party libraries","10.1145/3196321.3196341","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","1971687","Carsten  Schulte and Tony  Clear and Ahmad  Taherkhani and Teresa  Busjahn and James H. Paterson","","","","An Introduction to Program Comprehension for Computer Science Educators","65--86","","22","CS ed research, pedagogy, program comprehension","10.1145/1971681.1971687","","","","","","","2010","","Proceedings of the 2010 ITiCSE Working Group Reports","ITiCSE-WGR '10","","978-1-4503-0677-5","Ankara, Turkey","ACM","New York, NY, USA"
"article","2597792","Joe F.  Shobe and Md Yasser  Karim and Motahareh Bahrami  Zanjani and Huzefa  Kagdi","","","","On Mapping Releases to Commits in Open Source Systems","68--71","","4","Commit History, Empirical Studies, Mining Software Repositories, Software Releases","10.1145/2597008.2597792","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","3196345","Diego  Castro and Marcelo  Schots","","","","Analysis of Test Log Information Through Interactive Visualizations","156--166","","11","information visualization, software testing, test log analysis","10.1145/3196321.3196345","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3196350","Carmine  Vassallo and Sebastian  Proksch and Timothy  Zemp and Harald C. Gall","","","","Un-break My Build: Assisting Developers with Build Repair Hints","41--51","","11","agile software development, build break, error recovery, software development tools, software engineering, summarization","10.1145/3196321.3196350","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3196333","Stefanie  Beyer and Christian  Macho and Martin  Pinzger and Massimiliano  Di Penta","","","","Automatically Classifying Posts into Question Categories on Stack Overflow","211--221","","11","","10.1145/3196321.3196333","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3196346","Ran  Mo and Yuanfang  Cai and Rick  Kazman and Qiong  Feng","","","","Assessing an Architecture's Ability to Support Feature Evolution","297--307","","11","software architecture, software evolution, software maintenance","10.1145/3196321.3196346","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3196325","Chanchal K. Roy and James R. Cordy","","","","Adventures in NICAD: A Ten-year Retrospective","19--19","","1","","10.1145/3196321.3196325","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2597142","Bo  Zhou and Xin  Xia and David  Lo and Cong  Tian and Xinyu  Wang","","","","Towards More Accurate Content Categorization of API Discussions","95--105","","11","API Discussion, Cache-Based Method, Composite Method, Text Categorization","10.1145/2597008.2597142","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","2597798","Hiroyuki  Kirinuki and Yoshiki  Higo and Keisuke  Hotta and Shinji  Kusumoto","","","","Hey! Are You Committing Tangled Changes?","262--265","","4","Mining software repositories, Tangled changes, Understanding commits","10.1145/2597008.2597798","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","2089171","Tim  Frey and Marius  Gelhausen and Gunter  Saake","","","","Categorization of Concerns: A Categorical Program Comprehension Model","73--82","","10","categorization, program comprehension, separation of concerns","10.1145/2089155.2089171","","","","","","","2011","","Proceedings of the 3rd ACM SIGPLAN Workshop on Evaluation and Usability of Programming Languages and Tools","PLATEAU '11","","978-1-4503-1024-6","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","3196359","Jordan  Ott and Abigail  Atchison and Paul  Harnack and Natalie  Best and Haley  Anderson and Cristiano  Firmani and Erik  Linstead","","","","Learning Lexical Features of Programming Languages from Imagery Using Convolutional Neural Networks","336--339","","4","convolutional neural networks, deep learning, program syntax","10.1145/3196321.3196359","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2815077","Yoann  Couillec and Manuel  Serrano","","","","Requesting Heterogeneous Data Sources with Array Comprehensions in Hop.Js","37--40","","4","JavaScript, Web page, Web service, aggregation, array comprehension, compilation, database, language-integrated query","10.1145/2815072.2815077","","","","","","","2015","","Proceedings of the 15th Symposium on Database Programming Languages","DBPL 2015","","978-1-4503-3902-5","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","2597794","Dirk  Beyer and Peter  H&#228;ring","","","","A Formal Evaluation of DepDegree Based on Weyuker's Properties","258--261","","4","Complexity Measures, Software Measurement","10.1145/2597008.2597794","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","3216725","Norman  Peitek and Janet  Siegmund and Chris  Parnin and Sven  Apel and Andr&#233;  Brechmann","","","","Toward Conjoint Analysis of Simultaneous Eye-tracking and fMRI Data for Program-comprehension Studies","1:1--1:5","1","5","eye tracking, functional magnetic resonance imaging, program comprehension","10.1145/3216723.3216725","","","","","","","2018","","Proceedings of the Workshop on Eye Movements in Programming","EMIP '18","","978-1-4503-5792-0","Warsaw, Poland","ACM","New York, NY, USA"
"article","2597808","Shrinath  Gupta and Himanshu Kumar  Singh","","","","A Semiautomated Method for Classifying Program Analysis Rules into a Quality Model","266--270","","5","Classification, Code Analysis, Program Analysis, Quality Model, Quality Requirements, Software Quality","10.1145/2597008.2597808","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","3196368","Joshua D Scarsbrook and Ryan K L Ko and Bill  Rogers and David  Bainbridge","","","","MetropolJS: Visualizing and Debugging Large-scale Javascript Program Structure with Treemaps","389--392","","4","debugging, javascript, treemaps","10.1145/3196321.3196368","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","1900040","Andrew R. Dalton and William  Kreahling","","","","Automated Construction of Memory Diagrams for Program Comprehension","22:1--22:6","22","6","CS1/2, object-oriented programming, program state, visualization","10.1145/1900008.1900040","","","","","","","2010","","Proceedings of the 48th Annual Southeast Regional Conference","ACM SE '10","","978-1-4503-0064-3","Oxford, Mississippi","ACM","New York, NY, USA"
"article","2597800","David H.  White","","","","dsOli: Data Structure Operation Location and Identification","48--52","","5","C Programs, Machine Learning, Pointer-based Dynamic Data Structures, Program Comprehension","10.1145/2597008.2597800","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","2742650","Adam  Lerner and Alisha  Saxena and Kirk  Ouimet and Ben  Turley and Anthony  Vance and Tadayoshi  Kohno and Franziska  Roesner","","","","Analyzing the Use of Quick Response Codes in the Wild","359--374","","16","barcodes, empirical studies, mobile computing, mobile malware, qr codes, ubiquitous computing","10.1145/2742647.2742650","","","","","","","2015","","Proceedings of the 13th Annual International Conference on Mobile Systems, Applications, and Services","MobiSys '15","","978-1-4503-3494-5","Florence, Italy","ACM","New York, NY, USA"
"article","3256290","","","","Session Chair-Donna  Malayeri","Session Details: APIs, Metrics, DSLs, Program Comprehension","--","","","","10.1145/3256290","","","","","","","2011","","Proceedings of the 3rd ACM SIGPLAN Workshop on Evaluation and Usability of Programming Languages and Tools","PLATEAU '11","","978-1-4503-1024-6","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","3216726","Norman  Peitek and Janet  Siegmund and Chris  Parnin and Sven  Apel and Andr&#233;  Brechmann","","","","Beyond Gaze: Preliminary Analysis of Pupil Dilation and Blink Rates in an fMRI Study of Program Comprehension","4:1--4:5","4","5","blink rates, eye tracking, functional magnetic resonance imaging, program comprehension, pupil dilation","10.1145/3216723.3216726","","","","","","","2018","","Proceedings of the Workshop on Eye Movements in Programming","EMIP '18","","978-1-4503-5792-0","Warsaw, Poland","ACM","New York, NY, USA"
"article","2597805","Daniela  Steidl and Sebastian  Eder","","","","Prioritizing Maintainability Defects Based on Refactoring Recommendations","168--176","","9","Dataflow Analysis, Finding Prioritization, Software Quality","10.1145/2597008.2597805","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","3318047","Deepanshu  Jindal and Raj  Joshi and Ben  Leong","","","","P4TrafficTool: Automated Code Generation for P4 Traffic Generators and Analyzers","152--153","","2","","10.1145/3314148.3318047","","","","","","","2019","","Proceedings of the 2019 ACM Symposium on SDN Research","SOSR '19","","978-1-4503-6710-3","San Jose, CA, USA","ACM","New York, NY, USA"
"article","3319917","Tanja  Blascheck and Bonita  Sharif","","","","Visually Analyzing Eye Movements on Natural Language Texts and Source Code Snippets","14:1--14:9","14","9","eye tracking, program comprehension, visual analysis, visualization","10.1145/3314111.3319917","","","","","","","2019","","Proceedings of the 11th ACM Symposium on Eye Tracking Research & Applications","ETRA '19","","978-1-4503-6709-7","Denver, Colorado","ACM","New York, NY, USA"
"article","3310300","Kazuaki  Ishizaki","","","","Analyzing and Optimizing Java Code Generation for Apache Spark Query Plan","91--102","","12","code generation, keywords{apache spark, optimization}","10.1145/3297663.3310300","","","","","","","2019","","Proceedings of the 2019 ACM/SPEC International Conference on Performance Engineering","ICPE '19","","978-1-4503-6239-9","Mumbai, India","ACM","New York, NY, USA"
"article","2593779","Chintan  Amrit and Niek  Tax","","","","Towards Understanding the Understandability of UML Models","49--54","","6","Diagram understandability, Model syntax, UML","10.1145/2593770.2593779","","","","","","","2014","","Proceedings of the 6th International Workshop on Modeling in Software Engineering","MiSE 2014","","978-1-4503-2849-4","Hyderabad, India","ACM","New York, NY, USA"
"article","3106188","Kristin  Stephens-Martinez and An  Ju and Krishna  Parashar and Regina  Ongowarsito and Nikunj  Jain and Sreesha  Venkat and Armando  Fox","","","","Taking Advantage of Scale by Analyzing Frequent Constructed-Response, Code Tracing Wrong Answers","56--64","","9","code-tracing questions, constructed-response questions, education, formative assessments, introductory computer science, massive courses, student errors","10.1145/3105726.3106188","","","","","","","2017","","Proceedings of the 2017 ACM Conference on International Computing Education Research","ICER '17","","978-1-4503-4968-0","Tacoma, Washington, USA","ACM","New York, NY, USA"
"article","3168828","Andrea  Ros&#224; and Eduardo  Rosales and Walter  Binder","","","","Analyzing and Optimizing Task Granularity on the JVM","27--37","","11","Java Virtual Machine, actionable profiler, parallel applications, performance analysis, task granularity","10.1145/3168828","","","","","","","2018","","Proceedings of the 2018 International Symposium on Code Generation and Optimization","CGO 2018","","978-1-4503-5617-6","Vienna, Austria","ACM","New York, NY, USA"
"article","2048223","V. Krishna Nandivada and Mangala Gowri Nanda and Pankaj  Dhoolia and Diptikalyan  Saha and Anjan  Nandy and Anup  Ghosh","","","","A Framework for Analyzing Programs Written in Proprietary Languages","289--300","","12","error recovery, source to source translation","10.1145/2048147.2048223","","","","","","","2011","","Proceedings of the ACM International Conference Companion on Object Oriented Programming Systems Languages and Applications Companion","OOPSLA '11","","978-1-4503-0942-4","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","3194984","Simone  Romano and Giuseppe  Scanniello and Davide  Fucci and Natalia  Juristo and Burak  Turhan","","","","The Effect of Noise on Requirements Comprehension","308--309","","2","comprehension, experiment, functional requirement, noise","10.1145/3183440.3194984","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3213873","Lina  Qiu and Yingying  Wang and Julia  Rubin","","","","Analyzing the Analyzers: FlowDroid/IccTA, AmanDroid, and DroidSafe","176--186","","11","Static analysis, empirical studies, information flow analysis, mobile","10.1145/3213846.3213873","","","","","","","2018","","Proceedings of the 27th ACM SIGSOFT International Symposium on Software Testing and Analysis","ISSTA 2018","","978-1-4503-5699-2","Amsterdam, Netherlands","ACM","New York, NY, USA"
"article","3204933","Ben  Ashbaugh","","","","Debugging and Analyzing Programs Using the Intercept Layer for OpenCL Applications","14:1--14:2","14","2","Debugging, GPGPU, OpenCL, Optimization, Performance","10.1145/3204919.3204933","","","","","","","2018","","Proceedings of the International Workshop on OpenCL","IWOCL '18","","978-1-4503-6439-3","Oxford, United Kingdom","ACM","New York, NY, USA"
"article","2516806","Cezary  Bartoszuk and Robert  D&#261;browski and Krzysztof  Stencel and Grzegorz  Timoszuk","","","","On Quick Comprehension and Assessment of Software","161--168","","8","architecture, graph, intelligence, metrics, quality, software","10.1145/2516775.2516806","","","","","","","2013","","Proceedings of the 14th International Conference on Computer Systems and Technologies","CompSysTech '13","","978-1-4503-2021-4","Ruse, Bulgaria","ACM","New York, NY, USA"
"article","2803181","Paul  B&#246;rding and Melanie  Bruns and Marie Christin  Platenius","","","","Comprehensive Service Matching with MatchBox","974--977","","4","Framework, Fuzzy Matching, Matching Processes, Service Discovery, Service Matching, Software Requirements","10.1145/2786805.2803181","","","","","","","2015","","Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering","ESEC/FSE 2015","","978-1-4503-3675-8","Bergamo, Italy","ACM","New York, NY, USA"
